id,time,protocol_arm,output_name,value
3546b4dd-afb8-4847-9064-fc17f3e65e45,5.789,identity,L,1.907
3546b4dd-afb8-4847-9064-fc17f3e65e45,6.316,identity,L,1.870
3546b4dd-afb8-4847-9064-fc17f3e65e45,6.842,identity,L,1.830
3546b4dd-afb8-4847-9064-fc17f3e65e45,7.368,identity,L,1.825
3546b4dd-afb8-4847-9064-fc17f3e65e45,7.895,identity,L,1.695
3546b4dd-afb8-4847-9064-fc17f3e65e45,8.421,identity,L,1.676
3546b4dd-afb8-4847-9064-fc17f3e65e45,8.947,identity,L,1.622
3546b4dd-afb8-4847-9064-fc17f3e65e45,9.474,identity,L,1.608
3546b4dd-afb8-4847-9064-fc17f3e65e45,10.000,identity,L,1.589
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,0.000,identity,L,2.359
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,0.526,identity,L,1.102
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,1.053,identity,L,0.928
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,1.579,identity,L,0.853
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,2.105,identity,L,0.811
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,2.632,identity,L,0.807
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,3.158,identity,L,0.746
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,3.684,identity,L,0.728
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,4.211,identity,L,0.703
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,4.737,identity,L,0.690
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,5.263,identity,L,0.645
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,5.789,identity,L,0.646
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,6.316,identity,L,0.627
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,6.842,identity,L,0.598
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,7.368,identity,L,0.562
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,7.895,identity,L,0.551
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,8.421,identity,L,0.545
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,8.947,identity,L,0.514
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,9.474,identity,L,0.492
8f5af282-9b56-4415-a0c3-bc1aa03bfc35,10.000,identity,L,0.473
aaa520eb-767c-409a-80cc-7ccaf2096634,0.000,identity,L,3.619
aaa520eb-767c-409a-80cc-7ccaf2096634,0.526,identity,L,1.528
aaa520eb-767c-409a-80cc-7ccaf2096634,1.053,identity,L,1.346
aaa520eb-767c-409a-80cc-7ccaf2096634,1.579,identity,L,1.348
aaa520eb-767c-409a-80cc-7ccaf2096634,2.105,identity,L,1.275
aaa520eb-767c-409a-80cc-7ccaf2096634,2.632,identity,L,1.284
aaa520eb-767c-409a-80cc-7ccaf2096634,3.158,identity,L,1.220
aaa520eb-767c-409a-80cc-7ccaf2096634,3.684,identity,L,1.235
aaa520eb-767c-409a-80cc-7ccaf2096634,4.211,identity,L,1.163
aaa520eb-767c-409a-80cc-7ccaf2096634,4.737,identity,L,1.178
aaa520eb-767c-409a-80cc-7ccaf2096634,5.263,identity,L,1.130
aaa520eb-767c-409a-80cc-7ccaf2096634,5.789,identity,L,1.095
aaa520eb-767c-409a-80cc-7ccaf2096634,6.316,identity,L,1.080
aaa520eb-767c-409a-80cc-7ccaf2096634,6.842,identity,L,1.060
aaa520eb-767c-409a-80cc-7ccaf2096634,7.368,identity,L,1.004
aaa520eb-767c-409a-80cc-7ccaf2096634,7.895,identity,L,1.011
aaa520eb-767c-409a-80cc-7ccaf2096634,8.421,identity,L,0.964
aaa520eb-767c-409a-80cc-7ccaf2096634,8.947,identity,L,0.951
aaa520eb-767c-409a-80cc-7ccaf2096634,9.474,identity,L,0.926
aaa520eb-767c-409a-80cc-7ccaf2096634,10.000,identity,L,0.906
f371b6d4-c4a0-4d3b-9610-593e480f492a,0.000,identity,L,3.200
f371b6d4-c4a0-4d3b-9610-593e480f492a,0.526,identity,L,0.953
f371b6d4-c4a0-4d3b-9610-593e480f492a,1.053,identity,L,0.805
f371b6d4-c4a0-4d3b-9610-593e480f492a,1.579,identity,L,0.769
f371b6d4-c4a0-4d3b-9610-593e480f492a,2.105,identity,L,0.746
f371b6d4-c4a0-4d3b-9610-593e480f492a,2.632,identity,L,0.726
f371b6d4-c4a0-4d3b-9610-593e480f492a,3.158,identity,L,0.712
f371b6d4-c4a0-4d3b-9610-593e480f492a,3.684,identity,L,0.694
f371b6d4-c4a0-4d3b-9610-593e480f492a,4.211,identity,L,0.685
f371b6d4-c4a0-4d3b-9610-593e480f492a,4.737,identity,L,0.633
f371b6d4-c4a0-4d3b-9610-593e480f492a,5.263,identity,L,0.616
f371b6d4-c4a0-4d3b-9610-593e480f492a,5.789,identity,L,0.583
f371b6d4-c4a0-4d3b-9610-593e480f492a,6.316,identity,L,0.593
f371b6d4-c4a0-4d3b-9610-593e480f492a,6.842,identity,L,0.575
f371b6d4-c4a0-4d3b-9610-593e480f492a,7.368,identity,L,0.568
f371b6d4-c4a0-4d3b-9610-593e480f492a,7.895,identity,L,0.532
f371b6d4-c4a0-4d3b-9610-593e480f492a,8.421,identity,L,0.534
f371b6d4-c4a0-4d3b-9610-593e480f492a,8.947,identity,L,0.525
f371b6d4-c4a0-4d3b-9610-593e480f492a,9.474,identity,L,0.494
f371b6d4-c4a0-4d3b-9610-593e480f492a,10.000,identity,L,0.487
67ca50a9-f439-4833-92ea-2b24ed272dfc,0.000,identity,L,5.891
67ca50a9-f439-4833-92ea-2b24ed272dfc,0.526,identity,L,4.188
67ca50a9-f439-4833-92ea-2b24ed272dfc,1.053,identity,L,3.955
67ca50a9-f439-4833-92ea-2b24ed272dfc,1.579,identity,L,3.780
67ca50a9-f439-4833-92ea-2b24ed272dfc,2.105,identity,L,3.539
67ca50a9-f439-4833-92ea-2b24ed272dfc,2.632,identity,L,3.443
67ca50a9-f439-4833-92ea-2b24ed272dfc,3.158,identity,L,3.226
67ca50a9-f439-4833-92ea-2b24ed272dfc,3.684,identity,L,3.220
67ca50a9-f439-4833-92ea-2b24ed272dfc,4.211,identity,L,3.217
67ca50a9-f439-4833-92ea-2b24ed272dfc,4.737,identity,L,2.973
67ca50a9-f439-4833-92ea-2b24ed272dfc,5.263,identity,L,2.865
67ca50a9-f439-4833-92ea-2b24ed272dfc,5.789,identity,L,2.829
67ca50a9-f439-4833-92ea-2b24ed272dfc,6.316,identity,L,2.693
67ca50a9-f439-4833-92ea-2b24ed272dfc,6.842,identity,L,2.527
67ca50a9-f439-4833-92ea-2b24ed272dfc,7.368,identity,L,2.617
67ca50a9-f439-4833-92ea-2b24ed272dfc,7.895,identity,L,2.507
67ca50a9-f439-4833-92ea-2b24ed272dfc,8.421,identity,L,2.363
67ca50a9-f439-4833-92ea-2b24ed272dfc,8.947,identity,L,2.276
67ca50a9-f439-4833-92ea-2b24ed272dfc,9.474,identity,L,2.182
67ca50a9-f439-4833-92ea-2b24ed272dfc,10.000,identity,L,2.188
cdc9fe62-9aa6-424b-8d02-78b045909741,0.000,identity,L,5.163
cdc9fe62-9aa6-424b-8d02-78b045909741,0.526,identity,L,3.534
cdc9fe62-9aa6-424b-8d02-78b045909741,1.053,identity,L,3.376
cdc9fe62-9aa6-424b-8d02-78b045909741,1.579,identity,L,3.145
cdc9fe62-9aa6-424b-8d02-78b045909741,2.105,identity,L,3.194
cdc9fe62-9aa6-424b-8d02-78b045909741,2.632,identity,L,2.847
cdc9fe62-9aa6-424b-8d02-78b045909741,3.158,identity,L,2.825
cdc9fe62-9aa6-424b-8d02-78b045909741,3.684,identity,L,2.720
cdc9fe62-9aa6-424b-8d02-78b045909741,4.211,identity,L,2.643
cdc9fe62-9aa6-424b-8d02-78b045909741,4.737,identity,L,2.540
cdc9fe62-9aa6-424b-8d02-78b045909741,5.263,identity,L,2.410
cdc9fe62-9aa6-424b-8d02-78b045909741,5.789,identity,L,2.338
cdc9fe62-9aa6-424b-8d02-78b045909741,6.316,identity,L,2.198
cdc9fe62-9aa6-424b-8d02-78b045909741,6.842,identity,L,2.159
cdc9fe62-9aa6-424b-8d02-78b045909741,7.368,identity,L,2.137
cdc9fe62-9aa6-424b-8d02-78b045909741,7.895,identity,L,2.150
cdc9fe62-9aa6-424b-8d02-78b045909741,8.421,identity,L,1.950
cdc9fe62-9aa6-424b-8d02-78b045909741,8.947,identity,L,1.834
cdc9fe62-9aa6-424b-8d02-78b045909741,9.474,identity,L,1.831
cdc9fe62-9aa6-424b-8d02-78b045909741,10.000,identity,L,1.755
a35d514b-7272-497f-9b1a-a1038b2be87f,0.000,identity,L,3.968
a35d514b-7272-497f-9b1a-a1038b2be87f,0.526,identity,L,1.295
a35d514b-7272-497f-9b1a-a1038b2be87f,1.053,identity,L,1.156
a35d514b-7272-497f-9b1a-a1038b2be87f,1.579,identity,L,1.107
a35d514b-7272-497f-9b1a-a1038b2be87f,2.105,identity,L,1.036
a35d514b-7272-497f-9b1a-a1038b2be87f,2.632,identity,L,1.058
a35d514b-7272-497f-9b1a-a1038b2be87f,3.158,identity,L,1.019
a35d514b-7272-497f-9b1a-a1038b2be87f,3.684,identity,L,0.970
a35d514b-7272-497f-9b1a-a1038b2be87f,4.211,identity,L,0.971
a35d514b-7272-497f-9b1a-a1038b2be87f,4.737,identity,L,0.989
a35d514b-7272-497f-9b1a-a1038b2be87f,5.263,identity,L,0.931
a35d514b-7272-497f-9b1a-a1038b2be87f,5.789,identity,L,0.910
a35d514b-7272-497f-9b1a-a1038b2be87f,6.316,identity,L,0.907
a35d514b-7272-497f-9b1a-a1038b2be87f,6.842,identity,L,0.923
a35d514b-7272-497f-9b1a-a1038b2be87f,7.368,identity,L,0.871
a35d514b-7272-497f-9b1a-a1038b2be87f,7.895,identity,L,0.873
a35d514b-7272-497f-9b1a-a1038b2be87f,8.421,identity,L,0.857
a35d514b-7272-497f-9b1a-a1038b2be87f,8.947,identity,L,0.846
a35d514b-7272-497f-9b1a-a1038b2be87f,9.474,identity,L,0.840
a35d514b-7272-497f-9b1a-a1038b2be87f,10.000,identity,L,0.817
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,0.000,identity,L,2.953
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,0.526,identity,L,1.367
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,1.053,identity,L,1.203
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,1.579,identity,L,1.162
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,2.105,identity,L,1.052
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,2.632,identity,L,1.043
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,3.158,identity,L,1.029
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,3.684,identity,L,0.977
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,4.211,identity,L,0.948
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,4.737,identity,L,0.890
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,5.263,identity,L,0.923
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,5.789,identity,L,0.863
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,6.316,identity,L,0.831
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,6.842,identity,L,0.829
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,7.368,identity,L,0.791
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,7.895,identity,L,0.761
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,8.421,identity,L,0.746
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,8.947,identity,L,0.689
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,9.474,identity,L,0.690
77f8bc8e-de28-4c9a-8c72-adfcb89ec076,10.000,identity,L,0.672
82686cf0-c4d4-448a-8d02-41bad712c9fd,0.000,identity,L,3.881
82686cf0-c4d4-448a-8d02-41bad712c9fd,0.526,identity,L,2.506
82686cf0-c4d4-448a-8d02-41bad712c9fd,1.053,identity,L,2.345
82686cf0-c4d4-448a-8d02-41bad712c9fd,1.579,identity,L,2.338
82686cf0-c4d4-448a-8d02-41bad712c9fd,2.105,identity,L,2.312
82686cf0-c4d4-448a-8d02-41bad712c9fd,2.632,identity,L,2.267
82686cf0-c4d4-448a-8d02-41bad712c9fd,3.158,identity,L,2.263
82686cf0-c4d4-448a-8d02-41bad712c9fd,3.684,identity,L,2.233
82686cf0-c4d4-448a-8d02-41bad712c9fd,4.211,identity,L,2.127
82686cf0-c4d4-448a-8d02-41bad712c9fd,4.737,identity,L,2.027
82686cf0-c4d4-448a-8d02-41bad712c9fd,5.263,identity,L,2.063
82686cf0-c4d4-448a-8d02-41bad712c9fd,5.789,identity,L,2.012
82686cf0-c4d4-448a-8d02-41bad712c9fd,6.316,identity,L,1.938
82686cf0-c4d4-448a-8d02-41bad712c9fd,6.842,identity,L,2.021
82686cf0-c4d4-448a-8d02-41bad712c9fd,7.368,identity,L,1.911
82686cf0-c4d4-448a-8d02-41bad712c9fd,7.895,identity,L,1.874
82686cf0-c4d4-448a-8d02-41bad712c9fd,8.421,identity,L,1.880
82686cf0-c4d4-448a-8d02-41bad712c9fd,8.947,identity,L,1.844
82686cf0-c4d4-448a-8d02-41bad712c9fd,9.474,identity,L,1.814
82686cf0-c4d4-448a-8d02-41bad712c9fd,10.000,identity,L,1.775
e9c8638e-3678-4592-9da8-94f50b826182,0.000,identity,L,4.966
e9c8638e-3678-4592-9da8-94f50b826182,0.526,identity,L,2.428
e9c8638e-3678-4592-9da8-94f50b826182,1.053,identity,L,2.220
e9c8638e-3678-4592-9da8-94f50b826182,1.579,identity,L,2.139
e9c8638e-3678-4592-9da8-94f50b826182,2.105,identity,L,2.172
e9c8638e-3678-4592-9da8-94f50b826182,2.632,identity,L,2.149
e9c8638e-3678-4592-9da8-94f50b826182,3.158,identity,L,1.971
e9c8638e-3678-4592-9da8-94f50b826182,3.684,identity,L,1.948
e9c8638e-3678-4592-9da8-94f50b826182,4.211,identity,L,1.950
e9c8638e-3678-4592-9da8-94f50b826182,4.737,identity,L,1.837
e9c8638e-3678-4592-9da8-94f50b826182,5.263,identity,L,1.725
e9c8638e-3678-4592-9da8-94f50b826182,5.789,identity,L,1.778
e9c8638e-3678-4592-9da8-94f50b826182,6.316,identity,L,1.742
e9c8638e-3678-4592-9da8-94f50b826182,6.842,identity,L,1.669
e9c8638e-3678-4592-9da8-94f50b826182,7.368,identity,L,1.617
e9c8638e-3678-4592-9da8-94f50b826182,7.895,identity,L,1.577
e9c8638e-3678-4592-9da8-94f50b826182,8.421,identity,L,1.519
e9c8638e-3678-4592-9da8-94f50b826182,8.947,identity,L,1.538
e9c8638e-3678-4592-9da8-94f50b826182,9.474,identity,L,1.399
e9c8638e-3678-4592-9da8-94f50b826182,10.000,identity,L,1.438
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,0.000,identity,L,2.384
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,0.526,identity,L,1.413
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,1.053,identity,L,1.285
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,1.579,identity,L,1.216
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,2.105,identity,L,1.175
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,2.632,identity,L,1.168
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,3.158,identity,L,1.106
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,3.684,identity,L,1.083
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,4.211,identity,L,1.056
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,4.737,identity,L,1.040
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,5.263,identity,L,0.983
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,5.789,identity,L,0.917
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,6.316,identity,L,0.916
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,6.842,identity,L,0.904
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,7.368,identity,L,0.893
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,7.895,identity,L,0.827
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,8.421,identity,L,0.824
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,8.947,identity,L,0.792
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,9.474,identity,L,0.786
ea2a1817-eea0-486f-a05a-f3b39a45c1d1,10.000,identity,L,0.701
5f23065b-bdb3-40e9-85b0-9f8a0a929131,0.000,identity,L,3.312
5f23065b-bdb3-40e9-85b0-9f8a0a929131,0.526,identity,L,1.971
5f23065b-bdb3-40e9-85b0-9f8a0a929131,1.053,identity,L,1.768
5f23065b-bdb3-40e9-85b0-9f8a0a929131,1.579,identity,L,1.740
5f23065b-bdb3-40e9-85b0-9f8a0a929131,2.105,identity,L,1.598
5f23065b-bdb3-40e9-85b0-9f8a0a929131,2.632,identity,L,1.570
5f23065b-bdb3-40e9-85b0-9f8a0a929131,3.158,identity,L,1.512
5f23065b-bdb3-40e9-85b0-9f8a0a929131,3.684,identity,L,1.450
5f23065b-bdb3-40e9-85b0-9f8a0a929131,4.211,identity,L,1.412
5f23065b-bdb3-40e9-85b0-9f8a0a929131,4.737,identity,L,1.357
5f23065b-bdb3-40e9-85b0-9f8a0a929131,5.263,identity,L,1.261
5f23065b-bdb3-40e9-85b0-9f8a0a929131,5.789,identity,L,1.192
5f23065b-bdb3-40e9-85b0-9f8a0a929131,6.316,identity,L,1.136
5f23065b-bdb3-40e9-85b0-9f8a0a929131,6.842,identity,L,1.091
5f23065b-bdb3-40e9-85b0-9f8a0a929131,7.368,identity,L,1.060
5f23065b-bdb3-40e9-85b0-9f8a0a929131,7.895,identity,L,1.029
5f23065b-bdb3-40e9-85b0-9f8a0a929131,8.421,identity,L,0.975
5f23065b-bdb3-40e9-85b0-9f8a0a929131,8.947,identity,L,0.947
5f23065b-bdb3-40e9-85b0-9f8a0a929131,9.474,identity,L,0.920
5f23065b-bdb3-40e9-85b0-9f8a0a929131,10.000,identity,L,0.841
ba42f663-76bb-41a6-8e78-831d0e992638,0.000,identity,L,3.297
ba42f663-76bb-41a6-8e78-831d0e992638,0.526,identity,L,1.664
ba42f663-76bb-41a6-8e78-831d0e992638,1.053,identity,L,1.434
ba42f663-76bb-41a6-8e78-831d0e992638,1.579,identity,L,1.419
ba42f663-76bb-41a6-8e78-831d0e992638,2.105,identity,L,1.349
ba42f663-76bb-41a6-8e78-831d0e992638,2.632,identity,L,1.328
ba42f663-76bb-41a6-8e78-831d0e992638,3.158,identity,L,1.290
ba42f663-76bb-41a6-8e78-831d0e992638,3.684,identity,L,1.236
ba42f663-76bb-41a6-8e78-831d0e992638,4.211,identity,L,1.246
ba42f663-76bb-41a6-8e78-831d0e992638,4.737,identity,L,1.202
ba42f663-76bb-41a6-8e78-831d0e992638,5.263,identity,L,1.222
ba42f663-76bb-41a6-8e78-831d0e992638,5.789,identity,L,1.135
ba42f663-76bb-41a6-8e78-831d0e992638,6.316,identity,L,1.112
ba42f663-76bb-41a6-8e78-831d0e992638,6.842,identity,L,1.108
ba42f663-76bb-41a6-8e78-831d0e992638,7.368,identity,L,1.079
ba42f663-76bb-41a6-8e78-831d0e992638,7.895,identity,L,1.032
ba42f663-76bb-41a6-8e78-831d0e992638,8.421,identity,L,1.038
ba42f663-76bb-41a6-8e78-831d0e992638,8.947,identity,L,0.995
ba42f663-76bb-41a6-8e78-831d0e992638,9.474,identity,L,0.990
ba42f663-76bb-41a6-8e78-831d0e992638,10.000,identity,L,0.937
06d0d549-2df6-47b8-a24b-99027f6240f4,0.000,identity,L,6.015
06d0d549-2df6-47b8-a24b-99027f6240f4,0.526,identity,L,3.647
06d0d549-2df6-47b8-a24b-99027f6240f4,1.053,identity,L,3.689
06d0d549-2df6-47b8-a24b-99027f6240f4,1.579,identity,L,3.404
06d0d549-2df6-47b8-a24b-99027f6240f4,2.105,identity,L,3.343
06d0d549-2df6-47b8-a24b-99027f6240f4,2.632,identity,L,3.169
06d0d549-2df6-47b8-a24b-99027f6240f4,3.158,identity,L,3.068
06d0d549-2df6-47b8-a24b-99027f6240f4,3.684,identity,L,3.170
06d0d549-2df6-47b8-a24b-99027f6240f4,4.211,identity,L,3.074
06d0d549-2df6-47b8-a24b-99027f6240f4,4.737,identity,L,2.836
06d0d549-2df6-47b8-a24b-99027f6240f4,5.263,identity,L,2.881
06d0d549-2df6-47b8-a24b-99027f6240f4,5.789,identity,L,2.695
