id,time,protocol_arm,output_name,value
46f06228-789c-4af8-8175-31f046220c27,2.632,identity,L,6.266
46f06228-789c-4af8-8175-31f046220c27,3.158,identity,L,6.070
46f06228-789c-4af8-8175-31f046220c27,3.684,identity,L,5.976
46f06228-789c-4af8-8175-31f046220c27,4.211,identity,L,5.810
46f06228-789c-4af8-8175-31f046220c27,4.737,identity,L,5.572
46f06228-789c-4af8-8175-31f046220c27,5.263,identity,L,5.643
46f06228-789c-4af8-8175-31f046220c27,5.789,identity,L,5.216
46f06228-789c-4af8-8175-31f046220c27,6.316,identity,L,4.963
46f06228-789c-4af8-8175-31f046220c27,6.842,identity,L,4.943
46f06228-789c-4af8-8175-31f046220c27,7.368,identity,L,4.634
46f06228-789c-4af8-8175-31f046220c27,7.895,identity,L,4.494
46f06228-789c-4af8-8175-31f046220c27,8.421,identity,L,4.344
46f06228-789c-4af8-8175-31f046220c27,8.947,identity,L,4.398
46f06228-789c-4af8-8175-31f046220c27,9.474,identity,L,4.066
46f06228-789c-4af8-8175-31f046220c27,10.000,identity,L,4.057
97d6925c-54cd-4e88-85a6-0688d0b2ef35,0.000,identity,L,10.072
97d6925c-54cd-4e88-85a6-0688d0b2ef35,0.526,identity,L,7.477
97d6925c-54cd-4e88-85a6-0688d0b2ef35,1.053,identity,L,7.134
97d6925c-54cd-4e88-85a6-0688d0b2ef35,1.579,identity,L,7.127
97d6925c-54cd-4e88-85a6-0688d0b2ef35,2.105,identity,L,6.865
97d6925c-54cd-4e88-85a6-0688d0b2ef35,2.632,identity,L,6.817
97d6925c-54cd-4e88-85a6-0688d0b2ef35,3.158,identity,L,6.861
97d6925c-54cd-4e88-85a6-0688d0b2ef35,3.684,identity,L,6.629
97d6925c-54cd-4e88-85a6-0688d0b2ef35,4.211,identity,L,6.723
97d6925c-54cd-4e88-85a6-0688d0b2ef35,4.737,identity,L,6.174
97d6925c-54cd-4e88-85a6-0688d0b2ef35,5.263,identity,L,6.573
97d6925c-54cd-4e88-85a6-0688d0b2ef35,5.789,identity,L,6.396
97d6925c-54cd-4e88-85a6-0688d0b2ef35,6.316,identity,L,6.129
97d6925c-54cd-4e88-85a6-0688d0b2ef35,6.842,identity,L,6.030
97d6925c-54cd-4e88-85a6-0688d0b2ef35,7.368,identity,L,5.983
97d6925c-54cd-4e88-85a6-0688d0b2ef35,7.895,identity,L,6.102
97d6925c-54cd-4e88-85a6-0688d0b2ef35,8.421,identity,L,5.824
97d6925c-54cd-4e88-85a6-0688d0b2ef35,8.947,identity,L,6.160
97d6925c-54cd-4e88-85a6-0688d0b2ef35,9.474,identity,L,5.862
97d6925c-54cd-4e88-85a6-0688d0b2ef35,10.000,identity,L,5.793
7e9ce6fb-36ba-479a-9a11-882e844992c8,0.000,identity,L,10.019
7e9ce6fb-36ba-479a-9a11-882e844992c8,0.526,identity,L,7.141
7e9ce6fb-36ba-479a-9a11-882e844992c8,1.053,identity,L,7.157
7e9ce6fb-36ba-479a-9a11-882e844992c8,1.579,identity,L,6.900
7e9ce6fb-36ba-479a-9a11-882e844992c8,2.105,identity,L,6.463
7e9ce6fb-36ba-479a-9a11-882e844992c8,2.632,identity,L,6.636
7e9ce6fb-36ba-479a-9a11-882e844992c8,3.158,identity,L,6.582
7e9ce6fb-36ba-479a-9a11-882e844992c8,3.684,identity,L,6.306
7e9ce6fb-36ba-479a-9a11-882e844992c8,4.211,identity,L,6.097
7e9ce6fb-36ba-479a-9a11-882e844992c8,4.737,identity,L,6.054
7e9ce6fb-36ba-479a-9a11-882e844992c8,5.263,identity,L,5.724
7e9ce6fb-36ba-479a-9a11-882e844992c8,5.789,identity,L,5.709
7e9ce6fb-36ba-479a-9a11-882e844992c8,6.316,identity,L,5.622
7e9ce6fb-36ba-479a-9a11-882e844992c8,6.842,identity,L,5.360
7e9ce6fb-36ba-479a-9a11-882e844992c8,7.368,identity,L,5.203
7e9ce6fb-36ba-479a-9a11-882e844992c8,7.895,identity,L,5.007
7e9ce6fb-36ba-479a-9a11-882e844992c8,8.421,identity,L,5.021
7e9ce6fb-36ba-479a-9a11-882e844992c8,8.947,identity,L,5.058
7e9ce6fb-36ba-479a-9a11-882e844992c8,9.474,identity,L,4.917
7e9ce6fb-36ba-479a-9a11-882e844992c8,10.000,identity,L,4.544
7c0b35bd-934a-49de-a4b8-373519b06058,0.000,identity,L,9.652
7c0b35bd-934a-49de-a4b8-373519b06058,0.526,identity,L,6.883
7c0b35bd-934a-49de-a4b8-373519b06058,1.053,identity,L,6.956
7c0b35bd-934a-49de-a4b8-373519b06058,1.579,identity,L,6.590
7c0b35bd-934a-49de-a4b8-373519b06058,2.105,identity,L,6.546
7c0b35bd-934a-49de-a4b8-373519b06058,2.632,identity,L,6.059
7c0b35bd-934a-49de-a4b8-373519b06058,3.158,identity,L,5.944
7c0b35bd-934a-49de-a4b8-373519b06058,3.684,identity,L,5.587
7c0b35bd-934a-49de-a4b8-373519b06058,4.211,identity,L,5.549
7c0b35bd-934a-49de-a4b8-373519b06058,4.737,identity,L,5.248
7c0b35bd-934a-49de-a4b8-373519b06058,5.263,identity,L,5.005
7c0b35bd-934a-49de-a4b8-373519b06058,5.789,identity,L,4.732
7c0b35bd-934a-49de-a4b8-373519b06058,6.316,identity,L,4.937
7c0b35bd-934a-49de-a4b8-373519b06058,6.842,identity,L,4.525
7c0b35bd-934a-49de-a4b8-373519b06058,7.368,identity,L,4.413
7c0b35bd-934a-49de-a4b8-373519b06058,7.895,identity,L,4.288
7c0b35bd-934a-49de-a4b8-373519b06058,8.421,identity,L,4.072
7c0b35bd-934a-49de-a4b8-373519b06058,8.947,identity,L,3.917
7c0b35bd-934a-49de-a4b8-373519b06058,9.474,identity,L,3.803
7c0b35bd-934a-49de-a4b8-373519b06058,10.000,identity,L,3.526
a41a0695-6492-46e6-b899-0326defc76df,0.000,identity,L,10.066
a41a0695-6492-46e6-b899-0326defc76df,0.526,identity,L,6.651
a41a0695-6492-46e6-b899-0326defc76df,1.053,identity,L,6.205
a41a0695-6492-46e6-b899-0326defc76df,1.579,identity,L,5.431
a41a0695-6492-46e6-b899-0326defc76df,2.105,identity,L,5.105
a41a0695-6492-46e6-b899-0326defc76df,2.632,identity,L,4.606
a41a0695-6492-46e6-b899-0326defc76df,3.158,identity,L,4.299
a41a0695-6492-46e6-b899-0326defc76df,3.684,identity,L,3.828
a41a0695-6492-46e6-b899-0326defc76df,4.211,identity,L,3.566
a41a0695-6492-46e6-b899-0326defc76df,4.737,identity,L,3.290
a41a0695-6492-46e6-b899-0326defc76df,5.263,identity,L,3.008
a41a0695-6492-46e6-b899-0326defc76df,5.789,identity,L,2.763
a41a0695-6492-46e6-b899-0326defc76df,6.316,identity,L,2.587
a41a0695-6492-46e6-b899-0326defc76df,6.842,identity,L,2.359
a41a0695-6492-46e6-b899-0326defc76df,7.368,identity,L,2.151
a41a0695-6492-46e6-b899-0326defc76df,7.895,identity,L,1.960
a41a0695-6492-46e6-b899-0326defc76df,8.421,identity,L,1.818
a41a0695-6492-46e6-b899-0326defc76df,8.947,identity,L,1.726
a41a0695-6492-46e6-b899-0326defc76df,9.474,identity,L,1.520
a41a0695-6492-46e6-b899-0326defc76df,10.000,identity,L,1.408
f5ee9e90-7c51-499d-b6f4-7d577b57290b,0.000,identity,L,9.922
f5ee9e90-7c51-499d-b6f4-7d577b57290b,0.526,identity,L,7.182
f5ee9e90-7c51-499d-b6f4-7d577b57290b,1.053,identity,L,7.128
f5ee9e90-7c51-499d-b6f4-7d577b57290b,1.579,identity,L,7.029
f5ee9e90-7c51-499d-b6f4-7d577b57290b,2.105,identity,L,6.866
f5ee9e90-7c51-499d-b6f4-7d577b57290b,2.632,identity,L,6.660
f5ee9e90-7c51-499d-b6f4-7d577b57290b,3.158,identity,L,6.748
f5ee9e90-7c51-499d-b6f4-7d577b57290b,3.684,identity,L,6.559
f5ee9e90-7c51-499d-b6f4-7d577b57290b,4.211,identity,L,6.302
f5ee9e90-7c51-499d-b6f4-7d577b57290b,4.737,identity,L,6.418
f5ee9e90-7c51-499d-b6f4-7d577b57290b,5.263,identity,L,6.230
f5ee9e90-7c51-499d-b6f4-7d577b57290b,5.789,identity,L,5.851
f5ee9e90-7c51-499d-b6f4-7d577b57290b,6.316,identity,L,6.088
f5ee9e90-7c51-499d-b6f4-7d577b57290b,6.842,identity,L,5.648
f5ee9e90-7c51-499d-b6f4-7d577b57290b,7.368,identity,L,5.775
f5ee9e90-7c51-499d-b6f4-7d577b57290b,7.895,identity,L,5.646
f5ee9e90-7c51-499d-b6f4-7d577b57290b,8.421,identity,L,5.643
f5ee9e90-7c51-499d-b6f4-7d577b57290b,8.947,identity,L,5.449
f5ee9e90-7c51-499d-b6f4-7d577b57290b,9.474,identity,L,5.166
f5ee9e90-7c51-499d-b6f4-7d577b57290b,10.000,identity,L,5.056
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,0.000,identity,L,9.819
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,0.526,identity,L,7.178
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,1.053,identity,L,6.892
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,1.579,identity,L,6.621
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,2.105,identity,L,6.956
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,2.632,identity,L,6.416
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,3.158,identity,L,6.442
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,3.684,identity,L,6.358
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,4.211,identity,L,6.147
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,4.737,identity,L,5.969
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,5.263,identity,L,5.824
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,5.789,identity,L,5.732
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,6.316,identity,L,5.727
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,6.842,identity,L,5.585
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,7.368,identity,L,5.483
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,7.895,identity,L,5.318
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,8.421,identity,L,5.387
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,8.947,identity,L,5.011
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,9.474,identity,L,5.023
9a1d8a24-b2e4-432b-b781-a4cda25b4a6d,10.000,identity,L,4.744
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,0.000,identity,L,10.308
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,0.526,identity,L,6.933
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,1.053,identity,L,7.170
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,1.579,identity,L,6.872
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,2.105,identity,L,6.626
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,2.632,identity,L,6.224
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,3.158,identity,L,6.101
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,3.684,identity,L,5.986
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,4.211,identity,L,5.697
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,4.737,identity,L,5.576
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,5.263,identity,L,5.487
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,5.789,identity,L,5.072
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,6.316,identity,L,5.112
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,6.842,identity,L,5.168
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,7.368,identity,L,4.770
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,7.895,identity,L,4.549
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,8.421,identity,L,4.424
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,8.947,identity,L,4.341
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,9.474,identity,L,4.151
7ae5ab42-c383-45eb-bccb-0f14e83e0f34,10.000,identity,L,3.995
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,0.000,identity,L,9.869
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,0.526,identity,L,7.122
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,1.053,identity,L,7.050
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,1.579,identity,L,6.703
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,2.105,identity,L,6.641
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,2.632,identity,L,6.271
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,3.158,identity,L,5.988
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,3.684,identity,L,5.873
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,4.211,identity,L,5.730
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,4.737,identity,L,5.658
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,5.263,identity,L,5.133
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,5.789,identity,L,5.048
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,6.316,identity,L,4.884
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,6.842,identity,L,4.856
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,7.368,identity,L,4.686
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,7.895,identity,L,4.430
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,8.421,identity,L,4.337
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,8.947,identity,L,4.135
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,9.474,identity,L,4.062
cd43a7ab-2fc4-411b-b5ea-6c7f58975cb6,10.000,identity,L,3.840
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,0.000,identity,L,10.060
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,0.526,identity,L,7.213
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,1.053,identity,L,6.775
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,1.579,identity,L,6.816
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,2.105,identity,L,6.541
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,2.632,identity,L,6.344
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,3.158,identity,L,6.430
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,3.684,identity,L,6.099
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,4.211,identity,L,5.961
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,4.737,identity,L,5.729
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,5.263,identity,L,5.614
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,5.789,identity,L,5.255
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,6.316,identity,L,5.044
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,6.842,identity,L,5.143
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,7.368,identity,L,5.053
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,7.895,identity,L,4.986
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,8.421,identity,L,4.896
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,8.947,identity,L,4.575
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,9.474,identity,L,4.770
3c8526f2-3af2-415d-b9ab-41c7f5aa67d0,10.000,identity,L,4.477
2484c822-8983-4c93-ace9-70093899f4d5,0.000,identity,L,10.071
2484c822-8983-4c93-ace9-70093899f4d5,0.526,identity,L,7.321
2484c822-8983-4c93-ace9-70093899f4d5,1.053,identity,L,7.380
2484c822-8983-4c93-ace9-70093899f4d5,1.579,identity,L,7.318
2484c822-8983-4c93-ace9-70093899f4d5,2.105,identity,L,6.836
2484c822-8983-4c93-ace9-70093899f4d5,2.632,identity,L,6.594
2484c822-8983-4c93-ace9-70093899f4d5,3.158,identity,L,6.528
2484c822-8983-4c93-ace9-70093899f4d5,3.684,identity,L,6.174
2484c822-8983-4c93-ace9-70093899f4d5,4.211,identity,L,6.418
2484c822-8983-4c93-ace9-70093899f4d5,4.737,identity,L,6.098
2484c822-8983-4c93-ace9-70093899f4d5,5.263,identity,L,6.247
2484c822-8983-4c93-ace9-70093899f4d5,5.789,identity,L,5.957
2484c822-8983-4c93-ace9-70093899f4d5,6.316,identity,L,5.703
2484c822-8983-4c93-ace9-70093899f4d5,6.842,identity,L,5.627
2484c822-8983-4c93-ace9-70093899f4d5,7.368,identity,L,5.662
2484c822-8983-4c93-ace9-70093899f4d5,7.895,identity,L,5.649
2484c822-8983-4c93-ace9-70093899f4d5,8.421,identity,L,5.410
2484c822-8983-4c93-ace9-70093899f4d5,8.947,identity,L,5.378
2484c822-8983-4c93-ace9-70093899f4d5,9.474,identity,L,5.225
2484c822-8983-4c93-ace9-70093899f4d5,10.000,identity,L,5.210
6e9474b8-934b-4843-aabe-bc888b3f50f8,0.000,identity,L,9.693
6e9474b8-934b-4843-aabe-bc888b3f50f8,0.526,identity,L,6.830
6e9474b8-934b-4843-aabe-bc888b3f50f8,1.053,identity,L,6.512
6e9474b8-934b-4843-aabe-bc888b3f50f8,1.579,identity,L,5.952
6e9474b8-934b-4843-aabe-bc888b3f50f8,2.105,identity,L,5.497
6e9474b8-934b-4843-aabe-bc888b3f50f8,2.632,identity,L,5.390
6e9474b8-934b-4843-aabe-bc888b3f50f8,3.158,identity,L,4.947
6e9474b8-934b-4843-aabe-bc888b3f50f8,3.684,identity,L,4.413
6e9474b8-934b-4843-aabe-bc888b3f50f8,4.211,identity,L,4.241
6e9474b8-934b-4843-aabe-bc888b3f50f8,4.737,identity,L,4.046
6e9474b8-934b-4843-aabe-bc888b3f50f8,5.263,identity,L,3.892
6e9474b8-934b-4843-aabe-bc888b3f50f8,5.789,identity,L,3.503
6e9474b8-934b-4843-aabe-bc888b3f50f8,6.316,identity,L,3.329
6e9474b8-934b-4843-aabe-bc888b3f50f8,6.842,identity,L,3.053
6e9474b8-934b-4843-aabe-bc888b3f50f8,7.368,identity,L,2.915
6e9474b8-934b-4843-aabe-bc888b3f50f8,7.895,identity,L,2.791
6e9474b8-934b-4843-aabe-bc888b3f50f8,8.421,identity,L,2.563
6e9474b8-934b-4843-aabe-bc888b3f50f8,8.947,identity,L,2.396
6e9474b8-934b-4843-aabe-bc888b3f50f8,9.474,identity,L,2.309
6e9474b8-934b-4843-aabe-bc888b3f50f8,10.000,identity,L,2.094
18d407ab-a445-403d-9929-35d56d5b19f5,0.000,identity,L,10.056
18d407ab-a445-403d-9929-35d56d5b19f5,0.526,identity,L,7.270
18d407ab-a445-403d-9929-35d56d5b19f5,1.053,identity,L,6.980
18d407ab-a445-403d-9929-35d56d5b19f5,1.579,identity,L,6.828
18d407ab-a445-403d-9929-35d56d5b19f5,2.105,identity,L,6.658
18d407ab-a445-403d-9929-35d56d5b19f5,2.632,identity,L,6.632
18d407ab-a445-403d-9929-35d56d5b19f5,3.158,identity,L,6.386
18d407ab-a445-403d-9929-35d56d5b19f5,3.684,identity,L,6.406
18d407ab-a445-403d-9929-35d56d5b19f5,4.211,identity,L,6.287
18d407ab-a445-403d-9929-35d56d5b19f5,4.737,identity,L,6.050
18d407ab-a445-403d-9929-35d56d5b19f5,5.263,identity,L,6.043
18d407ab-a445-403d-9929-35d56d5b19f5,5.789,identity,L,5.881
18d407ab-a445-403d-9929-35d56d5b19f5,6.316,identity,L,5.895
18d407ab-a445-403d-9929-35d56d5b19f5,6.842,identity,L,5.867
18d407ab-a445-403d-9929-35d56d5b19f5,7.368,identity,L,5.764
18d407ab-a445-403d-9929-35d56d5b19f5,7.895,identity,L,5.560
18d407ab-a445-403d-9929-35d56d5b19f5,8.421,identity,L,5.516
18d407ab-a445-403d-9929-35d56d5b19f5,8.947,identity,L,5.506
18d407ab-a445-403d-9929-35d56d5b19f5,9.474,identity,L,5.145
18d407ab-a445-403d-9929-35d56d5b19f5,10.000,identity,L,5.199
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,0.000,identity,L,10.078
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,0.526,identity,L,6.933
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,1.053,identity,L,6.790
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,1.579,identity,L,6.853
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,2.105,identity,L,6.655
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,2.632,identity,L,6.480
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,3.158,identity,L,6.334
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,3.684,identity,L,6.362
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,4.211,identity,L,6.128
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,4.737,identity,L,5.863
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,5.263,identity,L,5.840
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,5.789,identity,L,5.927
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,6.316,identity,L,5.712
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,6.842,identity,L,5.431
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,7.368,identity,L,5.180
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,7.895,identity,L,5.102
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,8.421,identity,L,5.122
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,8.947,identity,L,5.000
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,9.474,identity,L,5.005
9ff3db98-027a-4d8e-9e28-93e1039c2eb5,10.000,identity,L,4.798
6ccb89fe-9aec-483f-a485-080c455a0eb3,0.000,identity,L,9.965
6ccb89fe-9aec-483f-a485-080c455a0eb3,0.526,identity,L,7.347
6ccb89fe-9aec-483f-a485-080c455a0eb3,1.053,identity,L,7.057
6ccb89fe-9aec-483f-a485-080c455a0eb3,1.579,identity,L,6.950
6ccb89fe-9aec-483f-a485-080c455a0eb3,2.105,identity,L,6.926
6ccb89fe-9aec-483f-a485-080c455a0eb3,2.632,identity,L,6.618
6ccb89fe-9aec-483f-a485-080c455a0eb3,3.158,identity,L,6.538
6ccb89fe-9aec-483f-a485-080c455a0eb3,3.684,identity,L,6.663
6ccb89fe-9aec-483f-a485-080c455a0eb3,4.211,identity,L,6.490
6ccb89fe-9aec-483f-a485-080c455a0eb3,4.737,identity,L,6.440
6ccb89fe-9aec-483f-a485-080c455a0eb3,5.263,identity,L,6.237
6ccb89fe-9aec-483f-a485-080c455a0eb3,5.789,identity,L,6.100
6ccb89fe-9aec-483f-a485-080c455a0eb3,6.316,identity,L,5.958
6ccb89fe-9aec-483f-a485-080c455a0eb3,6.842,identity,L,5.971
6ccb89fe-9aec-483f-a485-080c455a0eb3,7.368,identity,L,5.766
6ccb89fe-9aec-483f-a485-080c455a0eb3,7.895,identity,L,5.621
6ccb89fe-9aec-483f-a485-080c455a0eb3,8.421,identity,L,5.512
6ccb89fe-9aec-483f-a485-080c455a0eb3,8.947,identity,L,5.640
6ccb89fe-9aec-483f-a485-080c455a0eb3,9.474,identity,L,5.607
6ccb89fe-9aec-483f-a485-080c455a0eb3,10.000,identity,L,5.217
c02571d0-4135-4e99-b50e-63aa98ae63e9,0.000,identity,L,10.202
c02571d0-4135-4e99-b50e-63aa98ae63e9,0.526,identity,L,6.573
c02571d0-4135-4e99-b50e-63aa98ae63e9,1.053,identity,L,6.081
c02571d0-4135-4e99-b50e-63aa98ae63e9,1.579,identity,L,5.236
c02571d0-4135-4e99-b50e-63aa98ae63e9,2.105,identity,L,5.021
c02571d0-4135-4e99-b50e-63aa98ae63e9,2.632,identity,L,4.401
c02571d0-4135-4e99-b50e-63aa98ae63e9,3.158,identity,L,4.124
c02571d0-4135-4e99-b50e-63aa98ae63e9,3.684,identity,L,3.538
